quiz_title,subject,grade,outcome_text,question,option_1,option_2,option_3,option_4,answer,image_topic,image_description,ai_prompt,image_url
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,How does a wind turbine generate electricity?,It uses a magnet to attract electricity from the air,It uses a fan to blow electricity into the air,It converts the kinetic energy of wind into electricity using blades,It uses a battery to store electricity from the wind,It converts the kinetic energy of wind into electricity using blades,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""How does a wind turbine generate electricity?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What happens to the energy of a falling object when it hits the ground?,The energy is destroyed,The energy is transferred to the surroundings as heat,The energy is transferred to the surroundings as sound,The energy remains the same,The energy is transferred to the surroundings as heat,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What happens to the energy of a falling object when it hits the ground?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,How does a bicycle pedal convert muscle energy into kinetic energy?,It uses a magnet to attract muscle energy from the rider,It uses a fan to blow muscle energy into the air,It converts the muscle energy of the rider into kinetic energy using gears,It uses a battery to store muscle energy from the rider,It converts the muscle energy of the rider into kinetic energy using gears,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""How does a bicycle pedal convert muscle energy into kinetic energy?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is the main purpose of a waterwheel in a hydroelectric power plant?,To create a fire in the water,To destroy energy by heating the surroundings,To transfer the kinetic energy of water into electricity using blades,To create a vacuum in the water,To transfer the kinetic energy of water into electricity using blades,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is the main purpose of a waterwheel in a hydroelectric power plant?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,How does a car engine convert chemical energy into kinetic energy?,It uses a magnet to attract chemical energy from the fuel,It uses a fan to blow chemical energy into the air,It converts the chemical energy of the fuel into kinetic energy using pistons,It uses a battery to store chemical energy from the fuel,It converts the chemical energy of the fuel into kinetic energy using pistons,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""How does a car engine convert chemical energy into kinetic energy?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What happens to the energy of a person when they climb a staircase?,The energy is destroyed,The energy is transferred to the surroundings as heat,The energy is transferred to the surroundings as sound,The energy remains the same,The energy is transferred to the surroundings as heat,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What happens to the energy of a person when they climb a staircase?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,How does a generator convert mechanical energy into electrical energy?,It uses a magnet to attract mechanical energy from the surroundings,It uses a fan to blow mechanical energy into the air,It converts the mechanical energy of the surroundings into electrical energy using coils,It uses a battery to store mechanical energy from the surroundings,It converts the mechanical energy of the surroundings into electrical energy using coils,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""How does a generator convert mechanical energy into electrical energy?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is a wave?,A movement of water in the ocean,A disturbance that travels through a medium,A type of animal that lives in the sea,A type of rock that forms in the ground,A disturbance that travels through a medium,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is a wave?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,How can you represent a wave graphically?,By drawing a straight line,By drawing a curve that goes up and down,By drawing a circle,By drawing a square,By drawing a curve that goes up and down,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""How can you represent a wave graphically?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What happens to the energy of a wave as it travels?,It increases,It decreases,It stays the same,It disappears,It stays the same,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What happens to the energy of a wave as it travels?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is an example of a wave in everyday life?,A tree swaying in the wind,A stone skipping across a pond,A bird flying through the air,A car driving down the road,A stone skipping across a pond,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is an example of a wave in everyday life?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is the difference between a wave and a ripple?,A wave is bigger than a ripple,A wave is smaller than a ripple,A wave is a type of ripple,A ripple is a type of wave,A wave is bigger than a ripple,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is the difference between a wave and a ripple?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,Can a wave be felt?,"Yes, if it is a big wave","Yes, if it is a small wave","No, waves are only seen","No, waves are only heard","Yes, if it is a big wave",A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""Can a wave be felt?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is the medium that a wave travels through?,Air,Water,Solid objects,All of the above,All of the above,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is the medium that a wave travels through?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,Can a wave be heard?,"Yes, if it is a sound wave","Yes, if it is a light wave","No, waves are only seen","No, waves are only felt","Yes, if it is a sound wave",A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""Can a wave be heard?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,What is the purpose of representing a wave graphically?,To show the size of the wave,To show the shape of the wave,To show the energy of the wave,To show the speed of the wave,To show the shape of the wave,A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""What is the purpose of representing a wave graphically?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
Science G6: Understanding the principle of energy conservation during - Set 1,Science,6,6-5-2-3-2 Understanding the principle of energy conservation during its transformations and apply it in daily life.,Can a wave be created by a person?,"Yes, by throwing a stone into a pond","Yes, by blowing a whistle","No, waves are only natural","No, waves are only man-made","Yes, by throwing a stone into a pond",A diagram showing different energy...,"A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".","Create an educational diagram for Science Grade 6 based on the question: ""Can a wave be created by a person?"". The diagram must show: A diagram showing different energy forms as labeled boxes or icons: Chemical (battery/food), Thermal (fire/sun), Kinetic (moving ball), Electrical (lightning/plug), Light (light bulb/sun rays), Sound (music notes), Potential (rock on hill), Nuclear (atom). Arrows between boxes with real-world examples: ""Chemical → Kinetic (car engine)"", ""Solar → Electrical (solar panels)"", ""Electrical → Light + Thermal (light bulb)"".. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
"Science G6: Describing waves, distinguishing between their properties - Set 2",Science,6,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",What is the main difference between the speed of sound and light waves?,Sound waves travel faster than light waves in a vacuum.,Light waves travel faster than sound waves in a vacuum.,Sound waves travel slower than light waves in a vacuum.,Light waves travel slower than sound waves in a vacuum.,Sound waves travel slower than light waves in a vacuum.,A sinusoidal (sine) wave diagram...,"A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.","Create an educational diagram for Science Grade 6 based on the question: ""What is the main difference between the speed of sound and light waves?"". The diagram must show: A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
"Science G6: Describing waves, distinguishing between their properties - Set 2",Science,6,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",Which type of wave can travel through a vacuum?,Only sound waves can travel through a vacuum.,Only light waves can travel through a vacuum.,Both sound and light waves can travel through a vacuum.,Neither sound nor light waves can travel through a vacuum.,Only light waves can travel through a vacuum.,A sinusoidal (sine) wave diagram...,"A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.","Create an educational diagram for Science Grade 6 based on the question: ""Which type of wave can travel through a vacuum?"". The diagram must show: A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
"Science G6: Describing waves, distinguishing between their properties - Set 2",Science,6,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",What is the main property that distinguishes sound waves from light waves?,Frequency and speed.,Speed and wavelength.,Frequency and wavelength.,Speed and frequency.,Frequency and speed.,A sinusoidal (sine) wave diagram...,"A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.","Create an educational diagram for Science Grade 6 based on the question: ""What is the main property that distinguishes sound waves from light waves?"". The diagram must show: A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
"Science G6: Describing waves, distinguishing between their properties - Set 2",Science,6,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.","Can sound waves travel through a solid, liquid, or gas?",Only through a solid.,Only through a liquid.,Only through a gas.,"Through a solid, liquid, or gas.",Only through a gas.,A sinusoidal (sine) wave diagram...,"A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.","Create an educational diagram for Science Grade 6 based on the question: ""Can sound waves travel through a solid, liquid, or gas?"". The diagram must show: A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
"Science G6: Describing waves, distinguishing between their properties - Set 2",Science,6,"6-5-2-4-1 Describing waves, distinguishing between their properties theoretically and graphically, and predicting their movement.",Which type of wave has a longer wavelength?,Sound waves have a longer wavelength.,Light waves have a longer wavelength.,Both sound and light waves have the same wavelength.,Neither sound nor light waves have a longer wavelength.,Light waves have a longer wavelength.,A sinusoidal (sine) wave diagram...,"A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.","Create an educational diagram for Science Grade 6 based on the question: ""Which type of wave has a longer wavelength?"". The diagram must show: A sinusoidal (sine) wave diagram on a grid. Label the highest point as ""crest"" and lowest point as ""trough"". Draw a vertical arrow from the center line to a crest labeled ""amplitude"". Draw a horizontal arrow between two consecutive crests labeled ""wavelength"". Show the equilibrium/rest position as a dashed horizontal line through the middle.. Style: flat vector illustration on white background, clear labels, educational diagram, no speech bubbles, no cartoon characters, suitable for a school assessment worksheet.",
